label,message,clean_email
spam,"We know someone who you know that fancies you. Call 09058097218 to find out who. POBox 6, LS15HB 150p",know know fancy   find pobox   lshb p
ham,"Come round, it's . ",come round  
ham,"Do 1 thing! Change that sentence into: \Because i want 2 concentrate in my educational career im leaving here..\""""",  thing change sentence want   concentrate educational career m leave
spam,"1000's flirting NOW! Txt GIRL or BLOKE & ur NAME & AGE, eg GIRL ZOE 18 to 8007 to join and get chatting!",s flirt txt girl bloke   ur   age eg girl zoe     join chat
ham,I walked an hour 2 c u! doesnåÕt that show I care y wont u believe im serious?,walk hour   c u not care y will not u believe m
spam,18 days to Euro2004 kickoff! U will be kept informed of all the latest news and results daily. Unsubscribe send GET EURO STOP to 83222.,  day euro kickoff u keep inform late news result daily unsubscribe send euro stop
ham,Are you available for soiree on June 3rd?,available soiree june rd
ham,Do u noe wat time e place dat sells 4d closes?,u noe wat time e place dat sell d close
ham,"I got another job! The one at the hospital doing data analysis or something, starts on monday! Not sure when my thesis will got finished",get job hospital datum analysis start monday sure thesis got finish
ham,Jay's getting really impatient and belligerent,jay get impatient belligerent
ham,HIYA COMIN 2 BRISTOL 1 ST WEEK IN APRIL. LES GOT OFF + RUDI ON NEW YRS EVE BUT I WAS SNORING.THEY WERE DRUNK! U BAK AT COLLEGE YET? MY WORK SENDS INK 2 BATH.,hiya comin   bristol   st week april les get   rudi new yrs eve snoringthey drunk u bak college work send ink   bath
ham,I'm at work. Please call,m work
ham,Then u drive lor.,u drive lor
ham,Ard 515 like dat. Y?,ard   like dat y
ham,Tell me they're female :V how're you throwing in? We're deciding what all to get now,tell female v throw decide
spam,EASTENDERS TV Quiz. What FLOWER does DOT compare herself to? D= VIOLET E= TULIP F= LILY txt D E or F to 84025 NOW 4 chance 2 WIN å£100 Cash WKENT/150P16+,eastender tv quiz flower dot compare d violet e tulip f lily txt d e f     chance   win   cash wkentp
ham,I'm working technical support :)voice process.networking field.,m work technical support voice processnetworke field
ham,I might come to kerala for 2 days.so you can be prepared to take a leave once i finalise .dont plan any travel during my visit.need to finish urgent works.,come kerala   daysso prepare leave finalise not plan travel visitneed finish urgent work
ham,Ok. Not sure what time tho as not sure if can get to library before class. Will try. See you at some point! Have good eve.,ok sure time tho sure library class try point good eve
spam,We have new local dates in your area - Lots of new people registered in YOUR AREA. Reply DATE to start now! 18 only www.flirtparty.us REPLYS150,new local date area   lot new people register area reply date start   wwwflirtpartyus reply
ham,"That's fine, I'll bitch at you about it later then",s fine ill bitch later
ham,No my mum went 2 dentist.,mum go   dentist
ham,Once free call me sir. I am waiting for you.,free sir wait
ham,Meeting u is my work. . . Tel me when shall i do my work tomorrow,meet u work    tel shall work tomorrow
spam,Someone U know has asked our dating service 2 contact you! Cant Guess who? CALL 09058091854 NOW all will be revealed. PO BOX385 M6 6WU,u know ask date service   contact not guess   reveal po box m wu
ham,Jus finish bathing...,jus finish bath
ham,"alright, I'll make sure the car is back tonight",alright ill sure car tonight
spam,URGENT! We are trying to contact U. Todays draw shows that you have won a å£800 prize GUARANTEED. Call 09050003091 from land line. Claim C52. Valid12hrs only,urgent try contact u todays draw show win   prize guarantee   land line claim c validhrs
spam,Dear U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688,dear uve invite xchat final attempt contact u txt chat
ham,Lul im gettin some juicy gossip at the hospital. Two nurses are talking about how fat they are gettin. And one thinks shes obese. Oyea.,lul m gettin juicy gossip hospital nurse talk fat gettin think s obese oyea
ham,Aight ill get on fb in a couple minutes,aight ill fb couple minute
ham,Oi. Ami parchi na re. Kicchu kaaj korte iccha korche na. Phone ta tul na. Plz. Plz.,oi ami parchi na kicchu kaaj korte iccha korche na phone ta tul na plz plz
ham,Where can download clear movies. Dvd copies.,download clear movie dvd copy
ham,"Yep, by the pretty sculpture",yep pretty sculpture
ham,Convey my regards to him,convey regard
ham,Me too watching surya movie only. . .after 6 pm vijay movie POKKIRI,watch surya movie     pm vijay movie pokkiri
ham,You tell what happen dont behave like this to me. Ok no need to say,tell happen not behave like ok need
ham,Can u get pic msgs to your phone?,u pic msg phone
ham,Send to someone else :-),send
ham,Wat makes some people dearer is not just de happiness dat u feel when u meet them but de pain u feel when u miss dem!!!,wat make people dearer de happiness dat u feel u meet de pain u feel u miss dem
ham,For me the love should start with attraction.i should feel that I need her every time around me.she should be the first thing which comes in my thoughts.I would start the day and end it with her.she should be there every time I dream.love will be then when my every breath has her name.my life should happen around her.my life will be named to her.I would cry for her.will give all my happiness and take all her sorrows.I will be ready to fight with anyone for her.I will be in love when I will be doing the craziest things for her.love will be when I don't have to proove anyone that my girl is the most beautiful lady on the whole planet.I will always be singing praises for her.love will be when I start up making chicken curry and end up makiing sambar.life will be the most beautiful then.will get every morning and thank god for the day because she is with me.I would like to say a lot..will tell later..,love start attractioni feel need time meshe thing come thoughtsi start day end hershe time dreamlove breath namemy life happen hermy life name heri cry herwill happiness sorrowsi ready fight heri love crazy thing herlove not proove girl beautiful lady planeti sing praise herlove start make chicken curry end makie sambarlife beautiful thenwill morning thank god day mei like lotwill tell later
ham,"FR'NDSHIP is like a needle of a clock. Though V r in d same clock, V r nt able 2 met. Evn if V meet,itz only 4few seconds. Bt V alwys stay conected. Gud 9t;-)",frndship like needle clock v r d clock v r not able   meet evn v meetitz second bt v alwys stay conected gud t
ham,I don't think he has spatula hands!,not think spatula hand
ham,You can never do NOTHING,
spam,You are awarded a SiPix Digital Camera! call 09061221061 from landline. Delivery within 28days. T Cs Box177. M221BP. 2yr warranty. 150ppm. 16 . p på£3.99,award sipix digital camera   landline delivery day t cs box mbp yr warranty ppm    p p
ham,Goodmorning today i am late for  &lt;DECIMAL&gt; min.,goodmorning today late   ltdecimalgt min
spam,WIN URGENT! Your mobile number has been awarded with a å£2000 prize GUARANTEED call 09061790121 from land line. claim 3030 valid 12hrs only 150ppm ,win urgent mobile number award   prize guarantee   land line claim   valid hrs ppm
ham,Please da call me any mistake from my side sorry da. Pls da goto doctor.,da mistake sorry da pls da goto doctor
ham,Where r we meeting?,r meet
ham,"Well the weather in cali's great. But its complexities are great. You need a car to move freely, its taxes are outrageous. But all in all its a great place. The sad part is i missing home.",weather cali great complexity great need car freely taxis outrageous great place sad miss home
ham,Now only i reached home. . . I am very tired now. . I will come tomorro,reach home    tired   come tomorro
ham,Ryder unsold.now gibbs.,ryder unsoldnow gibb
spam,Dear Subscriber ur draw 4 å£100 gift voucher will b entered on receipt of a correct ans. When was Elvis Presleys Birthday? TXT answer to 80062,dear subscriber ur draw    gift voucher b enter receipt correct an elvis presley birthday txt answer
ham,Don't fret. I'll buy the ovulation test strips and send them to you. You wont get them til like march. Can you send me your postal address.u'll be alright.Okay.,not fret ill buy ovulation test strip send will not til like march send postal addressull alrightokay
ham,NO GIFTS!! You trying to get me to throw myself off a cliff or something?,gift try throw cliff
ham,Been up to ne thing interesting. Did you have a good birthday? When are u wrking nxt? I started uni today.,ne thing interesting good birthday u wrking nxt start uni today
ham,You busy or can I come by at some point and figure out what we're doing tomorrow,busy come point figure tomorrow
ham,"Yeah go on then, bored and depressed sittin waitin for phone to ring... Hope the wind drops though, scary",yeah bored depressed sittin waitin phone ring hope wind drop scary
ham,Black shirt n blue jeans... I thk i c Ì_...,black shirt n blue jean thk c
ham,Aiyah sorry lor... I watch tv watch until i forgot 2 check my phone.,aiyah sorry lor watch tv watch forget   check phone
spam,Message Important information for O2 user. Today is your lucky day! 2 find out why log onto http://www.urawinner.com there is a fantastic surprise awaiting you,message important information o user today lucky day   find log   fantastic surprise await
ham,on hen night. Going with a swing,hen night go swing
ham,"Good afternoon, my love. How goes your day ? What are you up to ? I woke early and am online waiting for you ... Hmmm ... Italian boy is online I see . *grins*",good afternoon love go day     wake early online wait   hmmm   italian boy online   grin
ham,From someone not to smoke when every time I've smoked in the last two weeks is because of you calling or texting me that you wanted to smoke,smoke time ve smoke week call texte want smoke
ham,No you'll just get a headache trying to figure it out. U can trust me to do the math. I promise. O:-),ll headache try figure u trust math promise o
ham,S s..first time..dhoni rocks...,s sfirst timedhoni rock
ham,Ok ill tell the company,ok ill tell company
ham,"Awesome, think we can get an 8th at usf some time tonight?",awesome think th usf time tonight
ham,So that means you still think of teju,mean think teju
ham,"No I'm good for the movie, is it ok if I leave in an hourish?",m good movie ok leave hourish
ham,No no:)this is kallis home ground.amla home town is durban:),nothis kallis home groundamla home town durban
ham,So lets make it saturday or monday as per convenience.,let saturday monday convenience
ham,Hey... What time is your driving on fri? We go for evaluation on fri?,hey time drive fri evaluation fri
spam,"449050000301 You have won a å£2,000 price! To claim, call 09050000301.",  win   price claim
ham,I'm going 4 lunch now wif my family then aft dat i go str 2 orchard lor.,m go   lunch wif family aft dat str   orchard lor
spam,"Bored of speed dating? Try SPEEDCHAT, txt SPEEDCHAT to 80155, if you don't like em txt SWAP and get a new chatter! Chat80155 POBox36504W45WQ 150p/msg rcd 16",bore speed date try speedchat txt speedchat   not like em txt swap new chatter chat poboxwwq pmsg rcd
ham,Cancel cheyyamo?and get some money back?,cancel cheyyamoand money
spam,Do you want 750 anytime any network mins 150 text and a NEW video phone for only five pounds per week call 08000776320 now or reply for delivery Tomorrow,want   anytime network min   text new video phone pound week   reply delivery tomorrow
ham,Ok.ok ok..then..whats ur todays plan,okok okthenwhat ur todays plan
ham,Good morning princess! How are you?,good morning princess
ham,Aiyar sorry lor forgot 2 tell u...,aiyar sorry lor forget   tell u
spam,For taking part in our mobile survey yesterday! You can now have 500 texts 2 use however you wish. 2 get txts just send TXT to 80160 T&C www.txt43.com 1.50p,take mobile survey yesterday   text   use wish   txts send txt   tc wwwtxtcom p
ham,Not tonight mate. Catching up on some sleep. This is my new number by the way. ,tonight mate catch sleep new number way
ham,"Height of \Oh shit....!!\"" situation: A guy throws a luv letter on a gal but falls on her brothers head whos a gay",height oh shit situation guy throw luv letter gal fall brother head s gay
spam,Ur HMV Quiz cash-balance is currently å£500 - to maximize ur cash-in now send HMV1 to 86688 only 150p/msg,ur hmv quiz cashbalance currently    maximize ur cashin send hmv   pmsg
ham,"So check your errors and if you had difficulties, do correction.",check error difficulty correction
ham,Howz pain?hope u r fine..,howz painhope u r fine
ham,"Sorry, I'll call later",sorry ill later
ham,Good morning princess! How are you?,good morning princess
ham,"As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there.",enter cabin pa say   happy bday boss   feel special askd   lunch lunch invite apartment go
ham,U wake up already? Thanx 4 e tau sar piah it's quite nice.,u wake thanx   e tau sar piah nice
ham,K do I need a login or anything,k need login
spam,Dont forget you can place as many FREE Requests with 1stchoice.co.uk as you wish. For more Information call 08707808226.,not forget place free request stchoicecouk wish information
ham,LOL ... No just was busy,lol   busy
ham,What * u wearing?,  u wear
ham,Message:some text missing* Sender:Name Missing* *Number Missing *Sent:Date missing *Missing U a lot thats y everything is missing sent via fullonsms.com,messagesome text miss sendername miss number miss sentdate miss miss u lot s y miss send fullonsmscom
ham,Oh:)as usual vijay film or its different?,ohas usual vijay film different
spam,I don't know u and u don't know me. Send CHAT to 86688 now and let's find each other! Only 150p/Msg rcvd. HG/Suite342/2Lands/Row/W1J6HL LDN. 18 years or over.,not know u u not know send chat   let find pmsg rcvd hgsuitelandsrowwjhl ldn   year
ham,Have you had a good day? Mine was really busy are you up to much tomorrow night?,good day busy tomorrow night
ham,And is there a way you can send shade's stuff to her. And she has been wonderful too.,way send shade stuff wonderful
ham,Really... I tot ur paper ended long ago... But wat u copied jus now got use? U happy lar... I still haf 2 study :-(,tot ur paper end long ago wat u copy jus get use u happy lar haf   study
spam,"Thank you, winner notified by sms. Good Luck! No future marketing reply STOP to 84122 customer services 08450542832",thank winner notify sms good luck future marketing reply stop   customer service
ham,Babe ? I lost you ... :-(,babe   lose  
ham,Ok... Help me ask if she's working tmr a not?,ok help ask s work tmr
ham,I'm not driving... Raining! Then i'll get caught at e mrt station lor.,m drive rain ill catch e mrt station lor
ham,Not a drop in the tank,drop tank
ham,(That said can you text him one more time?),say text time
ham,"Sorry, I'll call later",sorry ill later
ham,Ok i go change also...,ok change
spam,1000's of girls many local 2 u who r virgins 2 this & r ready 2 4fil ur every sexual need. Can u 4fil theirs? text CUTE to 69911(å£1.50p. m),s girl local   u r virgin     r ready   fil ur sexual need u fil theirs text cute p m
ham,Did u find a sitter for kaitlyn? I was sick and slept all day yesterday.,u find sitter kaitlyn sick sleep day yesterday
ham,"Sorry man, accidentally left my phone on silent last night and didn't check it til I got up",sorry man accidentally leave phone silent night not check til get
ham,Hey.. Something came up last min.. Think i wun be signing up tmr.. Hee,hey come min think wun sign tmr hee
ham,He's an adult and would learn from the experience. There's no real danger. I just dont like peeps using drugs they dont need. But no comment,s adult learn experience s real danger not like peep drug not need comment
ham,Hey! There's veggie pizza... :/,hey s veggie pizza
ham,Yun buying... But school got offer 2000 plus only...,yun buying school get offer   plus
ham,You sure your neighbors didnt pick it up,sure neighbor not pick
ham,K. I will sent it again,k sent
spam,Free entry in 2 a wkly comp to win FA Cup final tkts 21st May 2005. Text FA to 87121 to receive entry question(std txt rate)T&C's apply 08452810075over18's,free entry   wkly comp win fa cup final tkts st   text fa   receive entry questionstd txt ratetcs apply over
ham,"New Theory: Argument wins d SITUATION, but loses the PERSON. So dont argue with ur friends just.. . . . kick them &amp; say, I'm always correct.!",new theory argument win d situation lose person not argue ur friend     kick amp m correct
ham,Well. Im computerless. Time to make some oreo truffles,m computerless time oreo truffle
ham,"Haha yeah I see that now, be there in a sec",haha yeah sec
ham,I am not having her number sir,have number sir
ham,Lol now I'm after that hot air balloon!,lol m hot air balloon
ham,Ok . . now i am in bus. . If i come soon i will come otherwise tomorrow,ok    bus   come soon come tomorrow
ham,Msgs r not time pass.They silently say that I am thinking of U right now and also making U think of me at least 4 a moment. Gd nt.swt drms @Shesil,msgs r time passthey silently think u right make u think   moment gd ntswt drm shesil
ham,"Yeah, we can probably swing by once my roommate finishes up with his girl",yeah probably swing roommate finish girl
spam,"Got what it takes 2 take part in the WRC Rally in Oz? U can with Lucozade Energy! Text RALLY LE to 61200 (25p), see packs or lucozade.co.uk/wrc & itcould be u!",get take   wrc rally oz u lucozade energy text rally le   p pack lucozadecoukwrc   itcould u
ham,Happy new years melody!,happy new year melody
ham,ÌÏ dun need to pick ur gf?,  dun need pick ur gf
ham,Yay! You better not have told that to 5 other girls either.,yay well tell   girl
ham,Horrible u eat macs eat until u forgot abt me already rite... U take so long 2 reply. I thk it's more toot than b4 so b prepared. Now wat shall i eat?,horrible u eat mac eat u forget abt rite u long   reply thk toot b b prepare wat shall eat
ham,"Did he say how fantastic I am by any chance, or anything need a bigger life lift as losing the will 2 live, do you think I would be the first person 2 die from N V Q? ",fantastic chance need big life lift lose   live think person   die n v q
ham,Just nw i came to hme da..,nw come hme da
ham,"I'm outside islands, head towards hard rock and you'll run into me",m outside island head hard rock ll run
ham,To day class is there are no class.,day class class
ham,I'm in chennai velachery:),m chennai velachery
ham,You flippin your shit yet?,flippin shit
ham,"K give me a sec, breaking a  &lt;#&gt;  at cstore",k sec break   ltgt   cstore
ham,Am i that much bad to avoid like this?,bad avoid like
ham,"Yo, you around? Just got my car back",yo get car
ham,Annoying isn't it.,annoying not
ham,"Goodmorning, Today i am late for  &lt;#&gt; min.",goodmorning today late   ltgt min
ham,There's no point hangin on to mr not right if he's not makin u happy,s point hangin mr right s makin u happy
ham,All will come alive.better correct any good looking figure there itself..,come alivebetter correct good look figure
ham,In that case I guess I'll see you at campus lodge,case guess ill campus lodge
ham,We're done...,
ham,Come to my home for one last time i wont do anything. Trust me.,come home time will not trust
ham,I was up all night too worrying about this appt. It's a shame we missed a girls night out with quizzes popcorn and you doing my hair.,night worry appt shame miss girl night quiz popcorn hair
spam,Sex up ur mobile with a FREE sexy pic of Jordan! Just text BABE to 88600. Then every wk get a sexy celeb! PocketBabe.co.uk 4 more pics. 16 å£3/wk 087016248,sex ur mobile free sexy pic jordan text babe   wk sexy celeb pocketbabecouk   pic   wk
ham,Ok... C ya...,ok c ya
spam,You have 1 new voicemail. Please call 08719181503,  new voicemail
ham,What he said is not the matter. My mind saying some other matter is there.,say matter mind say matter
ham,He also knows about lunch menu only da. . I know,know lunch menu da   know
ham,"Al he does is moan at me if n e thin goes wrong its my fault&al de arguments r my fault&fed up of him of himso y bother? Hav 2go, thanx.xx",al moan n e thin go wrong faultal de argument r faultfe himso y bother hav thanxxx
ham,NEFT Transaction with reference number  &lt;#&gt;  for Rs. &lt;DECIMAL&gt;  has been credited to the beneficiary account on  &lt;#&gt;  at  &lt;TIME&gt; : &lt;#&gt;,neft transaction reference number   ltgt   rs ltdecimalgt   credit beneficiary account   ltgt     lttimegt   ltgt
ham,Otherwise had part time job na-tuition..,time job natuition
ham,I know she called me,know call
ham,"Me also da, i feel yesterday night  wait til 2day night dear.",da feel yesterday night   wait til day night dear
ham,Thanks for understanding. I've been trying to tell sura that.,thank understanding ve try tell sura
spam,WIN a year supply of CDs 4 a store of ur choice worth å£500 & enter our å£100 Weekly draw txt MUSIC to 87066 Ts&Cs www.Ldew.com.subs16+1win150ppmx3,win year supply cd   store ur choice worth    enter   weekly draw txt music   tsc wwwldewcomsubswinppmx
ham,The whole car appreciated the last two! Dad and are having a map reading semi argument but apart from that things are going ok. P.,car appreciate dad have map read semi argument apart thing go ok p
spam,"As a SIM subscriber, you are selected to receive a Bonus! Get it delivered to your door, Txt the word OK to No: 88600 to claim. 150p/msg, EXP. 30Apr",sim subscriber select receive bonus deliver door txt word ok   claim pmsg exp apr
ham,I need you to be in my strong arms...,need strong arm
ham,Also maaaan are you missing out,maaaan miss
ham,His bday real is in april .,bday real april
ham,Guessin you ain't gonna be here before 9?,guessin be not go to
ham,Ok then i will come to ur home after half an hour,ok come ur home half hour
ham,"Yo, the game almost over? Want to go to walmart soon",yo game want walmart soon
ham,"Yeah, probably but not sure. Ilol let u know, but personally I wuldnt bother, then again if ur goin to then I mite as well!!",yeah probably sure ilol let u know personally wuldnt bother ur goin mite
ham,I'll text now! All creepy like so he won't think that we forgot,ill text creepy like will not think forget
ham,"that would be good Û_ I'll phone you tomo lunchtime, shall I, to organise something?",good   ill phone tomo lunchtime shall organise
spam,You have 1 new voicemail. Please call 08719181513.,  new voicemail
ham,"Damn, can you make it tonight or do you want to just wait til tomorrow",damn tonight want wait til tomorrow
ham,K..k..i'm also fine:)when will you complete the course?,kkim finewhen complete course
ham,"True. It is passable. And if you get a high score and apply for phd, you get 5years of salary. So it makes life easier.",true passable high score apply phd year salary make life easy
spam,No. 1 Nokia Tone 4 ur mob every week! Just txt NOK to 87021. 1st Tone FREE ! so get txtin now and tell ur friends. 150p/tone. 16 reply HL 4info,  nokia tone   ur mob week txt nok   st tone free   txtin tell ur friend ptone   reply hl info
ham,Prakesh is there know.,prakesh know
ham,Teach me apps da. When you come to college.,teach app da come college
ham,Rofl betta invest in some  anti aging products,rofl betta invest   anti age product
spam,You are a winner U have been specially selected 2 receive å£1000 cash or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810810,winner u specially select   receive   cash   holiday flight inc speak live operator   claim
ham,"sir, you will receive the account no another 1hr time. Sorry for the delay.",sir receive account hr time sorry delay
spam,Reply with your name and address and YOU WILL RECEIVE BY POST a weeks completely free accommodation at various global locations www.phb1.com ph:08700435505150p,reply address receive post week completely free accommodation global location wwwphbcom php
ham,So Ì_'ll be submitting da project tmr rite?,ll submit da project tmr rite
spam,FREE entry into our å£250 weekly comp just send the word ENTER to 84128 NOW. 18 T&C www.textcomp.com cust care 08712405020.,free entry   weekly comp send word enter     tc wwwtextcompcom cust care
ham,Jus ans me lar. U'll noe later.,jus an lar ull noe later
ham,I want to send something that can sell fast.  &lt;#&gt; k is not easy money.,want send sell fast   ltgt k easy money
ham,have got * few things to do. may be in * pub later.,get   thing   pub later
ham,1's finish meeting call me.,s finish meeting
ham,Lol ok. I'll snatch her purse too.,lol ok ill snatch purse
ham,"\Hello-/@drivby-:0quit edrunk sorry iff pthis makes no senrd-dnot no how ^ dancce 2 drum n basq!ihave fun 2nhite x ros xxxxxxx\""""",hellodrivbyquit edrunk sorry iff pthis make senrddnot   dancce   drum n basqihave fun nhite x ros xxxxxxx
ham,Your opinion about me? 1. Over 2. Jada 3. Kusruthi 4. Lovable 5. Silent 6. Spl character 7. Not matured 8. Stylish 9. Simple Pls reply..,opinion     jada   kusruthi   lovable   silent   spl character   mature   stylish   simple pls reply
ham,How much are we getting?,get
ham,Is ur paper in e morn or aft tmr?,ur paper e morn aft tmr
ham,"Dear relieved of westonzoyland, all going to plan this end too!",dear relieved westonzoyland go plan end
ham,Hope you are having a great new semester. Do wish you the very best. You are made for greatness.,hope have great new semester wish good greatness
ham,Oh yes I can speak txt 2 u no! Hmm. Did u get  email?,oh yes speak txt   u hmm u   email
ham,"I want to show you the world, princess :) how about europe?",want world princess   europe
ham,Nobody can decide where to eat and dad wants Chinese,decide eat dad want chinese
ham,No shoot me. I'm in the docs waiting room. :/,shoot m doc waiting room
ham,Now? I'm going out 4 dinner soon..,m go   dinner soon
ham,Hello which the site to download songs its urgent pls,hello site download song urgent pls
ham,"I do know what u mean,  is the king of not havin credit! I'm goin2bed now. Night night sweet! Only1more sleep! ",know u mean   king havin credit m goinbe night night sweet onlymore sleep
ham,Horrible gal. Me in sch doing some stuff. How come u got mc?,horrible gal sch stuff come u get mc
ham,"HI HUN! IM NOT COMIN 2NITE-TELL EVERY1 IM SORRY 4 ME, HOPE U AVA GOODTIME!OLI RANG MELNITE IFINK IT MITE B SORTED,BUT IL EXPLAIN EVERYTHIN ON MON.L8RS.x",hi hun m comin nitetell m sorry   hope u ava goodtimeoli rang melnite ifink mite b sortedbut il explain everythin monlrsx
ham,"I call you later, don't have network. If urgnt, sms me.",later not network urgnt sm
ham,Ummmmmaah Many many happy returns of d day my dear sweet heart.. HAPPY BIRTHDAY dear,ummmmmaah happy return d day dear sweet heart happy birthday dear
spam,Please CALL 08712402779 immediately as there is an urgent message waiting for you,  immediately urgent message wait
ham,Yeah like if it goes like it did with my friends imma flip my shit in like half an hour,yeah like go like friend imma flip shit like half hour
ham,Mum say we wan to go then go... Then she can shun bian watch da glass exhibition... ,mum wan shun bian watch da glass exhibition
ham,What your plan for pongal?,plan pongal
ham,Just wait till end of march when el nino gets himself. Oh.,wait till end march el nino get oh
ham,"Not yet chikku..going to room nw, i'm in bus..",chikkugoe room nw m bus
ham,Am also doing in cbe only. But have to pay.,cbe pay
ham,Honey boo I'm missing u.,honey boo m miss u
ham,"We have sent JD for Customer Service cum Accounts Executive to ur mail id, For details contact us",send jd customer service cum account executive ur mail d detail contact
ham,"Yo, I'm at my parents' gettin cash. Good news: we picked up a downstem",yo m parent gettin cash good news pick downstem
ham,"Thank you so much. When we skyped wit kz and sura, we didnt get the pleasure of your company. Hope you are good. We've given you ultimatum oh! We are countin down to aburo. Enjoy!",thank skype wit kz sura not pleasure company hope good ve give ultimatum oh countin aburo enjoy
spam,"Hungry gay guys feeling hungry and up 4 it, now. Call 08718730555 just 10p/min. To stop texts call 08712460324 (10p/min)",hungry gay guy feel hungry     pmin stop text   pmin
ham,Ok. No wahala. Just remember that a friend in need ...,ok wahala remember friend need
ham,I will see in half an hour,half hour
ham,"Im in inperialmusic listening2the weirdest track ever byåÓleafcutter johnåÓ-sounds like insects being molested&someone plumbing,remixed by evil men on acid!",m inperialmusic listeningthe weird track byleafcutter johnsound like insect molestedsomeone plumbingremixe evil man acid
ham,\Hey sorry I didntgive ya a a bellearlier hunny,hey sorry didntgive ya bellearlier hunny
ham,SERIOUSLY. TELL HER THOSE EXACT WORDS RIGHT NOW.,seriously tell exact word right
spam,Can U get 2 phone NOW? I wanna chat 2 set up meet Call me NOW on 09096102316 U can cum here 2moro Luv JANE xx Callså£1/minmoremobsEMSPOBox45PO139WA,u   phone wanna chat   set meet   u cum moro luv jane xx callsminmoremobsemspoboxpowa
ham,"Tee hee. Off to lecture, cheery bye bye.",tee hee lecture cheery bye bye
ham,"Sorry chikku, my cell got some problem thts y i was nt able to reply u or msg u..",sorry chikku cell get problem tht y not able reply u msg u
ham,If you still havent collected the dough pls let me know so i can go to the place i sent it to get the control number,not collect dough pls let know place send control number
ham,Ok...,ok
spam,network operator. The service is free. For T & C's visit 80488.biz,network operator service free t   cs visit biz
ham,Let me know how to contact you. I've you settled in a room. Lets know you are ok.,let know contact ve settle room let know ok
ham,Wot u up 2 u weirdo?,wot u   u weirdo
ham,Can do lor...,lor
ham,Dont put your phone on silent mode ok,not phone silent mode ok
ham,Can i meet Ì_ at 5.. As 4 where depends on where Ì_ wan 2 in lor..,meet       depend   wan   lor
ham,Waiting 4 my tv show 2 start lor... U leh still busy doing ur report?,wait   tv   start lor u leh busy ur report
ham,Oh ho. Is this the first time u use these type of words,oh ho time u use type word
ham,Am I the only one who doesn't stalk profiles?,not stalk profile
ham,"Ever green quote ever told by Jerry in cartoon \A Person Who Irritates u Always Is the one Who Loves u Vry Much But Fails to Express It...!..!! :-) :-) gud nyt""",green quote tell jerry cartoon person irritate u love u vry fail express    gud nyt
ham,Yes i thought so. Thanks.,yes think thank
ham,But if she.s drinkin i'm ok.,s drinkin m ok
ham,"Just wondering, the others just took off",wonder take
ham,"Night has ended for another day, morning has come in a special way. May you smile like the sunny rays and leaves your worries at the blue blue bay. Gud mrng",night end day morning come special way smile like sunny ray leave worry blue blue bay gud mrng
ham,"What do you do, my dog ? Must I always wait till the end of your day to have word from you ? Did you run out of time on your cell already?",dog   wait till end day word   run time cell
ham,Happy new year to u too!,happy new year u
ham,"Hey...Great deal...Farm tour 9am to 5pm $95/pax, $50 deposit by 16 May",heygreat dealfarm tour pm pax   deposit  
ham,Eat jap done oso aft ur lect wat... ÌÏ got lect at 12 rite... ,eat jap oso aft ur lect wat   get lect   rite
ham,"Hey babe! I saw you came online for a second and then you disappeared, what happened ?",hey babe see come online second disappear happen
ham,Da my birthdate in certificate is in april but real date is today. But dont publish it. I shall give you a special treat if you keep the secret. Any way thanks for the wishes,da birthdate certificate april real date today not publish shall special treat secret way thank wish
ham,Happy birthday... May all ur dreams come true...,happy birthday ur dream come true
ham,Aiyah u did ok already lar. E nydc at wheellock?,aiyah u ok lar e nydc wheellock
ham,TELL HER I SAID EAT SHIT.,tell say eat shit
ham,Sure! I am driving but will reach my destination soon.,sure drive reach destination soon
ham,"K so am I, how much for an 8th? Fifty?",k th
ham,Your daily text from me ÛÒ a favour this time,daily text   favour time
ham,Great to hear you are settling well. So what's happenin wit ola?,great hear settle s happenin wit ola
ham,Those cocksuckers. If it makes you feel better ipads are worthless garbage novelty items and you should feel bad for even wanting one,cocksucker make feel well ipad worthless garbage novelty item feel bad want
ham,I tot u reach liao. He said t-shirt.,tot u reach liao say tshirt
ham,"FRAN I DECIDED 2 GO N E WAY IM COMPLETELY BROKE AN KNACKERED I GOT UP BOUT 3 C U 2MRW LOVE JANX P.S THIS IS MY DADS FONE, -NO CREDIT",fran decide   n e way m completely break knackered get bout   c u mrw love janx ps dad fone credit
ham,I cant pick the phone right now. Pls send a message,not pick phone right pls send message
ham,Your right! I'll make the appointment right now.,right ill appointment right
ham,Designation is software developer and may be she get chennai:),designation software developer chennai
spam,Enjoy the jamster videosound gold club with your credits for 2 new videosounds+2 logos+musicnews! get more fun from jamster.co.uk! 16+only Help? call: 09701213186 ,enjoy jamster videosound gold club credit   new videosound logosmusicnew fun jamstercouk help  
spam,"Get 3 Lions England tone, reply lionm 4 mono or lionp 4 poly. 4 more go 2 www.ringtones.co.uk, the original n best. Tones 3GBP network operator rates apply",  lion england tone reply lionm   mono lionp   poly     wwwringtonescouk original n good tone gbp network operator rate apply
